2,2015-07-11 05:47:04,2015-07-11 06:33:26,1,20.30,-73.986213684082031,40.757591247558594,1,N,-73.788772583007812,40.590152740478516,2,59,0.5,0.5,0,7.62,0.3,67.92
2,2015-07-11 05:47:05,2015-07-11 05:52:08,1,1.65,-73.978317260742188,40.748638153076172,1,N,-73.983413696289062,40.730205535888672,2,7,0.5,0.5,0,0,0.3,8.3
1,2015-07-11 05:47:08,2015-07-11 05:52:53,1,1.40,-73.9967041015625,40.752742767333984,1,N,-73.984977722167969,40.739536285400391,1,7,0.5,0.5,1,0,0.3,9.3
2,2015-07-11 05:47:08,2015-07-11 06:11:45,1,17.79,-73.776771545410156,40.645431518554687,1,N,-73.965751647949219,40.68768310546875,1,48.5,0.5,0.5,5,0,0.3,54.8
1,2015-07-11 05:47:09,2015-07-11 06:09:02,2,17.20,-73.991935729980469,40.714992523193359,2,N,-73.787948608398438,40.647422790527344,1,52,0,0.5,5,0,0.3,57.8
1,2015-07-11 05:47:10,2015-07-11 06:00:39,1,3.00,-73.981918334960938,40.774456024169922,1,N,-73.974891662597656,40.741703033447266,1,12.5,0.5,0.5,2,0,0.3,15.8
1,2015-07-11 05:47:10,2015-07-11 06:10:13,2,6.40,-73.962455749511719,40.693851470947266,1,N,-73.861541748046875,40.689479827880859,2,22,0.5,0.5,0,0,0.3,23.3
2,2015-07-11 05:47:10,2015-07-11 05:54:52,2,2.54,-73.986228942871094,40.774711608886719,1,N,-73.975746154785156,40.751487731933594,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2015-07-11 05:47:13,2015-07-11 05:53:48,2,1.59,-73.981277465820313,40.725135803222656,1,N,-73.987213134765625,40.740695953369141,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2015-07-11 05:47:14,2015-07-11 05:54:11,2,1.20,-73.955917358398438,40.719585418701172,1,N,-73.939140319824219,40.716045379638672,2,7,0.5,0.5,0,0,0.3,8.3
1,2015-07-11 05:47:14,2015-07-11 05:55:35,1,2.00,-73.951141357421875,40.785945892333984,1,N,-73.978858947753906,40.785575866699219,2,9,0.5,0.5,0,0,0.3,10.3
1,2015-07-11 05:47:15,2015-07-11 06:04:07,2,9.50,-73.973609924316406,40.743690490722656,1,N,-73.866432189941406,40.697944641113281,1,26.5,0.5,0.5,10,5.54,0.3,43.34
2,2015-07-11 05:47:15,2015-07-11 05:54:10,1,1.94,-73.988914489746094,40.72186279296875,1,N,-73.98675537109375,40.71148681640625,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2015-07-11 05:47:16,2015-07-11 06:04:34,2,7.70,-73.995162963867188,40.744964599609375,1,N,-73.917266845703125,40.807624816894531,2,24,0.5,0.5,0,0,0.3,25.3
1,2015-07-11 05:47:17,2015-07-11 06:07:58,1,13.50,-73.970436096191406,40.752147674560547,1,N,-74.037643432617188,40.619808197021484,1,37,0.5,0.5,7.65,0,0.3,45.95
1,2015-07-11 05:47:18,2015-07-11 05:48:20,1,.00,-73.922927856445312,40.702907562255859,5,N,-73.922927856445312,40.702907562255859,2,0.01,0,0,0,0,0.3,0.31
2,2015-07-11 05:47:19,2015-07-11 06:16:28,1,20.94,-74.016830444335938,40.706298828125,2,N,-73.783210754394531,40.648910522460938,1,52,0,0.5,10.56,0,0.3,63.36
2,2015-07-11 05:47:19,2015-07-11 05:59:30,1,3.25,-73.989990234375,40.734886169433594,1,N,-73.982246398925781,40.771919250488281,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2015-07-11 05:47:20,2015-07-11 05:48:50,1,.40,-73.955642700195312,40.779399871826172,1,N,-73.950653076171875,40.775680541992188,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2015-07-11 05:47:22,2015-07-11 06:05:33,1,5.22,-73.952293395996094,40.777256011962891,1,N,-73.998893737792969,40.712444305419922,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2015-07-11 05:47:22,2015-07-11 05:50:16,5,1.36,-73.969062805175781,40.795780181884766,1,N,-73.954429626464844,40.815841674804687,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2015-07-11 05:47:23,2015-07-11 06:12:02,1,17.90,-73.780296325683594,40.645439147949219,2,N,-73.99310302734375,40.755634307861328,1,52,0,0.5,11.65,5.54,0.3,69.99
1,2015-07-11 05:47:25,2015-07-11 06:21:36,2,11.10,-74.005363464355469,40.728446960449219,1,N,-73.927688598632813,40.621353149414063,1,36,0.5,0.5,7.7,0,0.3,45
1,2015-07-11 05:47:25,2015-07-11 05:55:29,2,2.90,-73.955711364746094,40.764171600341797,1,Y,-73.945327758789063,40.755962371826172,1,10.5,0,0.5,0,0,0.3,11.3
2,2015-07-11 05:47:26,2015-07-11 06:00:17,5,3.31,-73.984291076660156,40.691024780273438,1,N,-74.0107421875,40.711463928222656,1,13,0.5,0.5,1,0,0.3,15.3
2,2015-07-11 05:47:31,2015-07-11 06:02:17,6,2.16,-74.001960754394531,40.740459442138672,1,N,-73.983383178710938,40.722049713134766,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2015-07-11 05:47:32,2015-07-11 05:59:09,2,7.50,-73.990066528320312,40.719127655029297,1,N,-73.906219482421875,40.757102966308594,2,22,0.5,0.5,0,0,0.3,23.3
2,2015-07-11 05:47:32,2015-07-11 06:03:24,1,4.37,-73.983497619628906,40.721992492675781,1,N,-73.9822998046875,40.768360137939453,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2015-07-11 05:47:34,2015-07-11 05:55:52,1,3.62,-73.956558227539063,40.771125793457031,1,N,-73.994255065917969,40.739120483398437,2,12,0.5,0.5,0,0,0.3,13.3
1,2015-07-11 05:47:35,2015-07-11 06:03:24,1,5.20,-73.986190795898437,40.747592926025391,1,N,-73.964813232421875,40.806663513183594,1,17,0.5,0.5,3.65,0,0.3,21.95
2,2015-07-11 05:47:35,2015-07-11 05:56:08,2,2.75,-73.982719421386719,40.731456756591797,1,N,-74.011001586914063,40.727165222167969,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2015-07-11 05:47:36,2015-07-11 05:52:04,1,1.56,-73.991096496582031,40.760810852050781,1,N,-74.005058288574219,40.741016387939453,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2015-07-11 05:47:37,2015-07-11 05:54:11,1,1.50,-73.963890075683594,40.771537780761719,1,N,-73.945526123046875,40.778587341308594,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2015-07-11 05:47:38,2015-07-11 06:01:14,1,3.40,-73.987831115722656,40.759536743164063,1,N,-73.988288879394531,40.723358154296875,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2015-07-11 05:47:38,2015-07-11 05:55:55,2,1.90,-73.9945068359375,40.743793487548828,1,N,-73.979789733886719,40.726760864257812,2,9,0,0.5,0,0,0.3,9.8
1,2015-07-11 05:47:39,2015-07-11 06:06:39,1,5.10,-73.982124328613281,40.782878875732422,1,N,-73.921768188476563,40.820320129394531,2,18,0.5,0.5,0,0,0.3,19.3
1,2015-07-11 05:47:40,2015-07-11 06:06:12,1,12.90,-73.986442565917969,40.721321105957031,1,N,-73.898918151855469,40.861812591552734,2,35.5,0,0.5,0,0,0.3,36.3
2,2015-07-11 05:47:40,2015-07-11 05:58:30,1,2.96,-73.984329223632813,40.769111633300781,1,N,-73.996063232421875,40.738540649414062,2,11,0.5,0.5,0,0,0.3,12.3
1,2015-07-11 05:47:42,2015-07-11 05:58:22,1,3.30,-73.859535217285156,40.712467193603516,1,N,-73.893714904785156,40.747653961181641,1,12.5,0.5,0.5,4.14,0,0.3,17.94
1,2015-07-11 05:47:44,2015-07-11 05:52:56,1,1.30,-73.983268737792969,40.766975402832031,1,N,-73.987983703613281,40.751625061035156,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-07-11 05:47:46,2015-07-11 05:55:04,1,2.50,-73.953857421875,40.7669677734375,1,N,-73.983726501464844,40.749282836914063,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2015-07-11 05:47:46,2015-07-11 06:06:03,1,5.20,-73.987533569335938,40.738243103027344,1,N,-73.956123352050781,40.688594818115234,2,18,0.5,0.5,0,0,0.3,19.3
1,2015-07-11 05:47:48,2015-07-11 06:02:09,1,9.10,-73.987869262695312,40.759864807128906,1,N,-73.923454284667969,40.866912841796875,2,26,0.5,0.5,0,0,0.3,27.3
1,2015-07-11 05:47:50,2015-07-11 05:56:55,2,1.60,-73.936355590820313,40.849685668945313,1,N,-73.940437316894531,40.830211639404297,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2015-07-11 05:47:52,2015-07-11 05:52:17,1,1.05,-73.974494934082031,40.753635406494141,1,N,-73.981575012207031,40.740631103515625,1,6,0.5,0.5,1,0,0.3,8.3
2,2015-07-11 05:47:53,2015-07-11 05:52:37,1,1.39,-73.951141357421875,40.785968780517578,1,N,-73.952217102050781,40.769779205322266,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2015-07-11 05:47:54,2015-07-11 05:50:37,1,.92,-73.997390747070313,40.762153625488281,1,N,-73.992538452148438,40.753475189208984,1,5,0.5,0.5,1,0,0.3,7.3
2,2015-07-11 05:47:54,2015-07-11 06:20:11,1,20.01,-73.961128234863281,40.796581268310547,2,N,-73.776397705078125,40.645683288574219,2,52,0,0.5,0,5.54,0.3,58.34
1,2015-07-11 05:47:55,2015-07-11 05:59:47,1,4.20,-73.981689453125,40.766761779785156,1,N,-73.927101135253906,40.762847900390625,1,14.5,0.5,0.5,3.15,0,0.3,18.95
2,2015-07-11 05:47:55,2015-07-11 06:15:49,1,12.01,-73.776702880859375,40.645347595214844,1,N,-73.959518432617188,40.675743103027344,1,35.5,0.5,0.5,5.8,0,0.3,42.6
2,2015-07-11 05:47:55,2015-07-11 06:01:17,1,5.18,-74.004264831542969,40.707275390625,1,N,-73.99371337890625,40.752410888671875,1,16.5,0.5,0.5,3.56,0,0.3,21.36
1,2015-07-11 05:47:56,2015-07-11 05:57:39,1,2.90,-73.966323852539062,40.804508209228516,1,N,-73.9404296875,40.841323852539063,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2015-07-11 05:47:56,2015-07-11 06:12:56,1,6.17,-73.983444213867188,40.726222991943359,1,N,-73.908638000488281,40.698211669921875,2,22.5,0.5,0.5,0,0,0.3,23.8
1,2015-07-11 05:47:57,2015-07-11 05:59:16,1,3.30,-73.925399780273438,40.767971038818359,1,N,-73.967628479003906,40.765823364257813,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2015-07-11 05:47:57,2015-07-11 05:52:19,1,1.42,-73.943679809570313,40.795852661132812,1,N,-73.946426391601563,40.780895233154297,1,6,0.5,0.5,0,0,0.3,7.3
2,2015-07-11 05:47:57,2015-07-11 06:11:42,3,6.62,-73.982170104980469,40.728061676025391,1,N,-73.931388854980469,40.666400909423828,2,23,0.5,0.5,0,0,0.3,24.3
1,2015-07-11 05:47:58,2015-07-11 05:49:35,1,.60,-73.967735290527344,40.7716064453125,1,N,-73.973785400390625,40.763164520263672,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2015-07-11 05:47:58,2015-07-11 06:12:27,1,8.40,-73.991912841796875,40.744159698486328,1,N,-73.957237243652344,40.640220642089844,2,26.5,0.5,0.5,0,0,0.3,27.8
1,2015-07-11 05:47:58,2015-07-11 05:54:57,1,1.20,-73.986122131347656,40.759868621826172,1,N,-73.994483947753906,40.750274658203125,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-07-11 05:47:59,2015-07-11 05:58:18,1,5.70,-73.978065490722656,40.746028900146484,1,N,-73.896949768066406,40.7510986328125,2,17.5,0.5,0.5,0,5.54,0.3,24.34
1,2015-07-11 05:48:00,2015-07-11 06:06:06,1,6.10,-73.987213134765625,40.729244232177734,1,N,-73.957908630371094,40.800716400146484,1,19.5,0.5,0.5,2,0,0.3,22.8
1,2015-07-11 05:48:01,2015-07-11 05:52:24,1,1.10,-73.95587158203125,40.77978515625,1,N,-73.973434448242188,40.784748077392578,2,6,0.5,0.5,0,0,0.3,7.3
2,2015-07-11 05:48:02,2015-07-11 05:49:34,1,.73,-74.001411437988281,40.741241455078125,1,N,-73.994499206542969,40.750839233398437,2,4,0.5,0.5,0,0,0.3,5.3
2,2015-07-11 05:48:02,2015-07-11 05:59:37,1,4.35,-73.988822937011719,40.692710876464844,1,N,-73.9715576171875,40.648448944091797,1,14,0.5,0.5,3.06,0,0.3,18.36
1,2015-07-11 05:48:03,2015-07-11 06:09:23,2,11.20,-73.98443603515625,40.758102416992188,1,N,-73.872665405273437,40.774490356445312,2,32.5,0,0,0,5.54,0.3,38.34
2,2015-07-11 05:48:03,2015-07-11 05:54:41,1,1.67,-73.985160827636719,40.727630615234375,1,N,-73.997543334960938,40.741531372070313,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2015-07-11 05:48:04,2015-07-11 06:00:03,1,3.00,-74.006507873535156,40.739612579345703,1,N,-73.968505859375,40.75323486328125,1,12,0.5,0.5,1.7,0,0.3,15
2,2015-07-11 05:48:04,2015-07-11 05:52:28,4,.98,-73.987495422363281,40.756168365478516,1,N,-73.999542236328125,40.763107299804688,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2015-07-11 05:48:06,2015-07-11 06:06:36,6,5.72,-73.980880737304688,40.729705810546875,1,N,-73.978813171386719,40.666202545166016,1,20,0.5,0.5,3.5,0,0.3,24.8
2,2015-07-11 05:48:08,2015-07-11 05:59:52,5,3.66,-73.949188232421875,40.773361206054687,1,N,-73.9920654296875,40.749382019042969,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2015-07-11 05:48:09,2015-07-11 05:52:29,2,1.20,-73.981376647949219,40.768730163574219,1,N,-73.9698486328125,40.784751892089844,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2015-07-11 05:48:11,2015-07-11 05:51:54,1,1.40,-73.972244262695312,40.67669677734375,1,N,-73.981346130371094,40.659343719482422,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-07-11 05:48:11,2015-07-11 05:57:22,1,2.30,-74.008262634277344,40.738773345947266,1,N,-73.98419189453125,40.765243530273437,1,9.5,0.5,0.5,2,0,0.3,12.8
1,2015-07-11 05:48:11,2015-07-11 05:50:56,1,.60,-73.996604919433594,40.758373260498047,1,N,-73.987068176269531,40.759468078613281,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2015-07-11 05:48:12,2015-07-11 05:52:47,1,.90,-73.998634338378906,40.760585784912109,1,N,-73.993949890136719,40.771160125732422,1,6,0.5,0.5,2.15,0,0.3,9.45
2,2015-07-11 05:48:13,2015-07-11 05:52:54,1,2.08,-73.973533630371094,40.752326965332031,1,N,-73.954414367675781,40.778148651123047,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2015-07-11 05:48:14,2015-07-11 06:16:40,1,12.80,-73.990592956542969,40.758529663085937,1,N,-73.893020629882813,40.885044097900391,2,38,0.5,0.5,0,0,0.3,39.3
2,2015-07-11 05:48:15,2015-07-11 06:13:43,1,12.33,-73.877182006835938,40.74835205078125,1,N,-73.896629333496094,40.846805572509766,2,36,0.5,0.5,0,0,0.3,37.3
2,2015-07-11 05:48:15,2015-07-11 06:00:50,3,5.45,-73.970848083496094,40.787651062011719,1,N,-73.998779296875,40.723323822021484,1,16.5,0.5,0.5,5.34,0,0.3,23.14
1,2015-07-11 05:48:16,2015-07-11 05:53:30,1,1.40,-73.9554443359375,40.779464721679688,1,N,-73.965476989746094,40.792869567871094,2,7,0.5,0.5,0,0,0.3,8.3
2,2015-07-11 05:48:16,2015-07-11 05:53:37,1,1.45,-73.988250732421875,40.768260955810547,1,N,-73.965858459472656,40.762294769287109,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-07-11 05:48:17,2015-07-11 05:53:47,1,1.80,-73.986549377441406,40.747516632080078,1,N,-73.966850280761719,40.761505126953125,1,7.5,0.5,0.5,1,0,0.3,9.8
1,2015-07-11 05:48:18,2015-07-11 05:51:06,1,.40,-73.991714477539062,40.769718170166016,1,N,-73.990936279296875,40.771209716796875,2,4,0.5,0.5,0,0,0.3,5.3
1,2015-07-11 05:48:18,2015-07-11 05:53:52,1,1.80,-73.985694885253906,40.74737548828125,1,N,-73.981170654296875,40.728946685791016,2,7.5,0,0.5,0,0,0.3,8.3
1,2015-07-11 05:48:19,2015-07-11 05:54:48,1,2.10,-73.953338623046875,40.782508850097656,1,N,-73.980247497558594,40.778030395507812,1,8.5,0.5,0.5,2.9,0,0.3,12.7
1,2015-07-11 05:48:19,2015-07-11 05:56:47,1,4.20,-73.98291015625,40.739162445068359,1,N,-73.943618774414062,40.789451599121094,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2015-07-11 05:48:19,2015-07-11 06:22:51,1,4.80,-73.950111389160156,40.780277252197266,1,N,-74.003555297851563,40.756603240966797,2,26,0.5,0.5,0,0,0.3,27.3
2,2015-07-11 05:48:19,2015-07-11 05:55:31,2,.97,-73.999237060546875,40.717441558837891,1,N,-73.991836547851563,40.715080261230469,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2015-07-11 05:48:19,2015-07-11 05:56:57,1,3.99,-73.953109741210937,40.776016235351562,1,N,-73.925201416015625,40.739158630371094,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2015-07-11 05:48:20,2015-07-11 05:52:45,1,1.18,-73.98284912109375,40.742069244384766,1,N,-74.000007629394531,40.742740631103516,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2015-07-11 05:48:21,2015-07-11 05:51:37,1,1.00,-73.987091064453125,40.766101837158203,1,N,-73.983154296875,40.756282806396484,2,5,0.5,0.5,0,0,0.3,6.3
2,2015-07-11 05:48:21,2015-07-11 05:50:45,1,.72,-73.993812561035156,40.756900787353516,1,N,-74.001472473144531,40.751667022705078,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2015-07-11 05:48:24,2015-07-11 05:54:09,1,1.50,-73.97174072265625,40.756881713867188,1,N,-73.990104675292969,40.750938415527344,2,7,0.5,0.5,0,0,0.3,8.3
2,2015-07-11 05:48:24,2015-07-11 05:54:40,6,2.90,-73.949348449707031,40.787990570068359,1,N,-73.975326538085938,40.752861022949219,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2015-07-11 05:48:24,2015-07-11 05:58:05,1,2.68,-73.99755859375,40.720790863037109,1,N,-74.002456665039063,40.745021820068359,2,10,0.5,0.5,0,0,0.3,11.3
1,2015-07-11 05:48:25,2015-07-11 05:55:23,1,1.60,-73.985015869140625,40.727886199951172,1,N,-74.001777648925781,40.717327117919922,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2015-07-11 05:48:25,2015-07-11 05:55:01,1,1.50,-73.985122680664062,40.747875213623047,1,N,-73.967079162597656,40.757564544677734,1,7.5,0.5,0.5,1.2,0,0.3,10
1,2015-07-11 05:48:26,2015-07-11 06:04:36,1,5.30,-74.00152587890625,40.731002807617187,1,N,-73.977432250976563,40.792041778564453,2,18,0.5,0.5,0,0,0.3,19.3
1,2015-07-11 05:48:26,2015-07-11 05:52:44,1,1.20,-73.942298889160156,40.790420532226562,1,N,-73.955810546875,40.779247283935547,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-07-11 05:48:26,2015-07-11 05:53:07,1,1.40,-73.987579345703125,40.765102386474609,1,N,-73.994880676269531,40.750160217285156,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2015-07-11 05:48:26,2015-07-11 05:50:12,5,.95,-73.999053955078125,40.744556427001953,1,N,-73.990753173828125,40.755847930908203,2,4.5,0.5,0.5,0,0,0.3,5.8
