,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra
332,2,2015-06-06 05:31:03,2015-06-06 05:35:59,1,1.29,-73.9892044067,40.7578926086,1,N,-73.995475769,40.7440757751,1,6.5,0.5
333,1,2015-06-06 05:31:03,2015-06-06 05:33:49,1,0.3,-73.9519119263,40.7776451111,1,N,-73.9546051025,40.7799186707,2,4.0,0.5
334,1,2015-06-06 05:31:04,2015-06-06 05:43:07,1,1.5,-73.8299789429,40.7597045898,1,N,-73.8296966553,40.7562522888,2,9.5,0.5
335,1,2015-06-06 05:31:04,2015-06-06 06:14:01,2,23.3,-73.9801025391,40.7617263794,2,N,-73.7890548706,40.6416625977,2,52.0,0.0
336,2,2015-06-06 05:31:04,2015-06-06 06:02:51,2,17.75,-73.9835357666,40.7610473633,2,N,-73.7834091187,40.6438140869,1,52.0,0.0
337,1,2015-06-06 05:31:05,2015-06-06 05:56:42,2,7.8,-73.9895324707,40.7360534668,1,N,-73.8736877441,40.7548904419,2,25.5,0.5
338,1,2015-06-06 05:31:05,2015-06-06 05:35:31,1,1.2,-73.9782943726,40.7482757568,1,N,-73.966178894,40.7586097717,2,6.0,0.5
339,2,2015-06-06 05:31:06,2015-06-06 05:50:14,1,7.21,-74.0087127686,40.7139816284,1,N,-73.9568710327,40.7445411682,2,22.5,0.5
340,2,2015-06-06 05:31:07,2015-06-06 05:39:17,5,2.51,-74.0051269531,40.7407722473,1,N,-74.0084075928,40.7085342407,1,9.0,0.5
341,2,2015-06-06 05:31:09,2015-06-06 05:39:06,1,2.07,-73.8124313354,40.7050209045,1,N,-73.7847366333,40.696472168,2,8.5,0.5
342,2,2015-06-06 05:31:10,2015-06-06 05:39:25,1,1.49,-73.9129257202,40.7561607361,1,N,-73.9174957275,40.742931366,2,8.0,0.5
343,1,2015-06-06 05:31:11,2015-06-06 05:36:42,1,0.8,-73.9882202148,40.7213783264,1,N,-73.9786376953,40.7295799255,2,6.0,0.5
344,2,2015-06-06 05:31:11,2015-06-06 05:51:57,5,6.59,-74.0070571899,40.7416114807,1,N,-73.9579467773,40.7326812744,1,21.5,0.5
345,1,2015-06-06 05:31:12,2015-06-06 05:37:35,1,1.1,-73.9978637695,40.7605552673,1,N,-73.9912567139,40.7502212524,1,6.5,0.5
346,1,2015-06-06 05:31:13,2015-06-06 05:52:53,1,4.5,-73.9786224365,40.7244987488,1,N,-73.9314117432,40.6967697144,2,18.5,0.5
347,1,2015-06-06 05:31:14,2015-06-06 05:35:49,1,1.1,-73.9788589478,40.7481307983,1,N,-73.9945983887,40.7502174377,1,6.0,0.5
348,1,2015-06-06 05:31:14,2015-06-06 05:34:22,1,0.6,-73.9967269897,40.7625961304,1,N,-73.9942321777,40.7702331543,1,4.5,0.5
349,2,2015-06-06 05:31:14,2015-06-06 05:41:41,1,2.88,-73.9872589111,40.7223510742,1,N,-73.9709701538,40.7556304932,1,11.0,0.5
350,2,2015-06-06 05:31:14,2015-06-06 05:38:44,1,1.68,-73.9554977417,40.7826156616,1,N,-73.9622192383,40.7637443542,1,8.0,0.5
351,1,2015-06-06 05:31:15,2015-06-06 05:47:18,1,7.4,-73.9816513062,40.7326393127,1,N,-73.9234008789,40.8169288635,2,22.0,0.5
352,1,2015-06-06 05:31:15,2015-06-06 05:36:58,2,0.8,-73.986114502,40.7620201111,1,N,-73.9725570679,40.7558288574,2,5.5,0.5
353,2,2015-06-06 05:31:16,2015-06-06 05:59:44,1,13.12,-73.9647598267,40.6487197876,1,N,-73.9303970337,40.7612380981,1,38.5,0.5
354,2,2015-06-06 05:31:16,2015-06-06 05:53:47,1,14.88,-73.7900848389,40.646572113,1,N,-73.9386367798,40.7162246704,1,40.0,0.5
355,1,2015-06-06 05:31:17,2015-06-06 05:39:26,1,2.1,-73.9708404541,40.7985687256,1,N,-73.9758071899,40.7762260437,1,8.5,0.5
356,1,2015-06-06 05:31:19,2015-06-06 05:42:03,1,3.7,-73.9653320312,40.7587776184,1,N,-73.9853439331,40.732585907,1,13.0,0.5
357,1,2015-06-06 05:31:19,2015-06-06 05:32:25,1,0.2,-73.9821243286,40.7401580811,1,N,-73.9799041748,40.7430229187,2,3.0,0.5
358,1,2015-06-06 05:31:20,2015-06-06 05:54:12,1,15.5,-74.0172195435,40.7046699524,1,N,-73.8708648682,40.7739601135,1,41.5,0.5
359,2,2015-06-06 05:31:21,2015-06-06 05:55:05,1,11.68,-73.9751586914,40.7589874268,1,N,-73.8615570068,40.7682723999,1,33.0,0.5
360,1,2015-06-06 05:31:22,2015-06-06 05:44:39,1,4.1,-73.9848022461,40.7422828674,1,N,-73.954864502,40.7086601257,2,14.5,0.5
361,1,2015-06-06 05:31:24,2015-06-06 05:47:35,1,5.0,-73.9792327881,40.735786438,1,N,-73.968963623,40.7908210754,1,17.0,0.5
362,2,2015-06-06 05:31:27,2015-06-06 05:37:09,6,0.73,-73.9903488159,40.7566719055,1,N,-73.9786148071,40.7525367737,2,5.5,0.5
363,2,2015-06-06 05:31:28,2015-06-06 05:35:08,3,0.69,-73.9543685913,40.7072105408,1,N,-73.9523620605,40.706615448,1,5.0,0.5
364,2,2015-06-06 05:31:28,2015-06-06 05:47:22,1,5.84,-73.9874801636,40.7182235718,1,N,-73.9160079956,40.7471504211,2,19.5,0.5
365,2,2015-06-06 05:31:29,2015-06-06 05:57:33,1,13.62,-73.9869232178,40.7223320007,1,N,-73.8913116455,40.8697013855,2,38.0,0.5
366,2,2015-06-06 05:31:31,2015-06-06 05:41:23,1,2.6,-74.0,40.7611045837,1,N,-74.0089874268,40.7307815552,1,10.0,0.5
367,1,2015-06-06 05:31:31,2015-06-06 05:38:20,1,1.3,-73.9604721069,40.7694664001,1,N,-73.9613876343,40.7561454773,1,7.0,0.5
368,1,2015-06-06 05:31:33,2015-06-06 05:34:38,1,0.4,-74.0038070679,40.7326278687,1,N,-73.9995956421,40.7294769287,2,4.0,0.5
369,2,2015-06-06 05:31:33,2015-06-06 05:39:27,1,0.88,-73.9455490112,40.8128395081,1,N,-73.9437026978,40.8202972412,2,6.5,0.5
370,2,2015-06-06 05:31:34,2015-06-06 05:54:36,3,7.58,-73.9831619263,40.7191200256,1,N,-73.9288024902,40.6546897888,1,24.0,0.5
371,2,2015-06-06 05:31:34,2015-06-06 05:52:30,5,10.93,-73.9897537231,40.7675209045,1,N,-73.8713760376,40.7741661072,1,31.0,0.5
372,2,2015-06-06 05:31:36,2015-06-06 05:37:21,1,1.47,-73.9815292358,40.7471389771,1,N,-74.0029220581,40.7527999878,1,6.5,0.5
373,2,2015-06-06 05:31:36,2015-06-06 05:38:15,3,1.57,-74.0104751587,40.7152404785,1,N,-74.0074539185,40.7330245972,2,7.5,0.5
374,1,2015-06-06 05:31:37,2015-06-06 05:34:10,1,0.5,-73.9366760254,40.7986297607,1,N,-73.9322052002,40.7949028015,2,4.0,0.5
375,1,2015-06-06 05:31:38,2015-06-06 05:34:23,2,0.8,-73.9922790527,40.764087677,1,N,-73.981803894,40.7660827637,2,4.5,0.5
376,2,2015-06-06 05:31:39,2015-06-06 05:56:22,1,7.08,-73.9794921875,40.7495002747,1,N,-73.8828811646,40.7469711304,2,24.0,0.5
377,1,2015-06-06 05:31:39,2015-06-06 06:09:15,1,19.0,-74.0084915161,40.7325782776,2,N,-73.7896881104,40.6470756531,1,52.0,0.0
378,2,2015-06-06 05:31:40,2015-06-06 05:56:51,1,12.17,-73.9608840942,40.7669410706,1,N,-73.7823181152,40.7367935181,2,34.5,0.5
379,2,2015-06-06 05:31:42,2015-06-06 05:44:43,5,4.4,-73.9183273315,40.7466011047,1,N,-73.9615936279,40.7770690918,2,15.0,0.5
380,2,2015-06-06 05:31:42,2015-06-06 05:43:34,1,3.4,-73.9598617554,40.7981910706,1,N,-73.9553146362,40.7642059326,1,13.0,0.5
381,2,2015-06-06 05:31:42,2015-06-06 05:44:27,1,7.07,-73.9465866089,40.7918243408,1,N,-73.8708267212,40.7739715576,1,20.5,0.5
382,1,2015-06-06 05:31:43,2015-06-06 06:03:30,1,16.8,-73.9859542847,40.7517089844,2,N,-73.7895355225,40.6430206299,1,52.0,0.0
383,1,2015-06-06 05:31:44,2015-06-06 05:35:20,1,0.7,-73.979385376,40.776599884,1,N,-73.9883575439,40.7706604004,1,5.0,0.5
384,2,2015-06-06 05:31:44,2015-06-06 05:43:54,1,5.21,-73.9470672607,40.7998466492,1,N,-73.9777755737,40.7390060425,1,16.0,0.5
385,1,2015-06-06 05:31:44,2015-06-06 05:36:03,1,1.7,-73.9686203003,40.7549171448,1,N,-73.9876098633,40.7407836914,2,7.0,0.5
386,2,2015-06-06 05:31:44,2015-06-06 05:45:21,1,4.54,-73.9289016724,40.8149452209,1,N,-73.964630127,40.7712669373,1,15.0,0.5
387,2,2015-06-06 05:31:45,2015-06-06 05:46:47,1,3.67,-74.0025253296,40.7499160767,1,N,-73.9774475098,40.7133293152,1,15.0,0.5
388,1,2015-06-06 05:31:46,2015-06-06 06:03:06,1,16.9,-73.9837646484,40.7623710632,2,N,-73.804473877,40.6496925354,2,52.0,0.0
389,1,2015-06-06 05:31:46,2015-06-06 05:51:15,1,10.0,-73.987487793,40.7434158325,1,N,-73.8617477417,40.7684288025,2,28.5,0.5
390,1,2015-06-06 05:31:46,2015-06-06 05:48:51,2,5.8,-73.9679718018,40.7573051453,1,N,-73.9524078369,40.7096633911,2,19.0,0.5
391,2,2015-06-06 05:31:48,2015-06-06 05:41:01,5,2.08,-73.9946899414,40.7250099182,1,N,-73.9947662354,40.742061615,2,9.0,0.5
392,2,2015-06-06 05:31:48,2015-06-06 05:44:20,1,4.14,-74.0080032349,40.7048187256,1,N,-73.9914245605,40.7499504089,1,13.5,0.5
393,1,2015-06-06 05:31:51,2015-06-06 05:47:38,2,1.5,-73.9783859253,40.7632331848,1,N,-73.9668655396,40.7530899048,1,11.5,0.5
394,2,2015-06-06 05:31:52,2015-06-06 05:42:02,1,2.65,-73.9703216553,40.7890281677,1,N,-73.9540786743,40.7640609741,1,10.5,0.5
395,2,2015-06-06 05:31:53,2015-06-06 05:35:47,6,0.52,-74.0000228882,40.7387466431,1,N,-74.0000152588,40.7386360168,2,4.5,0.5
396,1,2015-06-06 05:31:54,2015-06-06 05:46:14,1,0.0,-73.9929504395,40.7151641846,1,N,-73.9872817993,40.750541687,1,13.0,0.5
397,2,2015-06-06 05:31:54,2015-06-06 05:40:44,6,3.9,-73.9815368652,40.722869873,1,N,-74.0143814087,40.7092514038,1,13.5,0.5
398,2,2015-06-06 05:31:54,2015-06-06 05:39:50,1,1.66,-73.9726638794,40.7558746338,1,N,-73.9643478394,40.7733612061,1,8.0,0.5
399,1,2015-06-06 05:31:55,2015-06-06 05:52:22,2,7.3,-74.0040130615,40.7530555725,1,N,-73.9398422241,40.8236122131,1,24.0,0.5
400,2,2015-06-06 05:31:55,2015-06-06 05:48:39,1,9.17,-73.9587402344,40.7748756409,1,N,-73.8612213135,40.7678260803,2,26.0,0.5
401,1,2015-06-06 05:31:56,2015-06-06 05:49:34,1,4.9,-74.0055389404,40.7110137939,1,N,-73.9847412109,40.7683677673,1,16.5,0.5
402,1,2015-06-06 05:31:57,2015-06-06 05:38:15,1,1.6,-73.9884033203,40.7642440796,1,N,-73.9713058472,40.750995636,1,7.0,0.5
403,2,2015-06-06 05:31:57,2015-06-06 06:02:15,1,17.1,-73.9717788696,40.7547073364,2,N,-73.7824707031,40.6487464905,1,52.0,0.0
404,2,2015-06-06 05:31:57,2015-06-06 05:48:40,2,4.48,-73.9872436523,40.7474594116,1,N,-73.9337692261,40.7629623413,2,16.5,0.5
405,1,2015-06-06 05:31:58,2015-06-06 05:42:01,1,3.7,-73.9698638916,40.757484436,1,N,-73.9346160889,40.7947616577,1,12.0,0.5
406,1,2015-06-06 05:31:59,2015-06-06 05:46:30,1,3.1,-73.9621047974,40.7607383728,1,N,-73.9946975708,40.7501792908,2,13.5,0.5
407,2,2015-06-06 05:31:59,2015-06-06 05:37:42,1,2.1,-73.9834365845,40.7384300232,1,N,-73.9630432129,40.7626266479,1,8.0,0.5
408,2,2015-06-06 05:32:01,2015-06-06 05:59:08,1,16.95,-73.98097229,40.7486038208,2,N,-73.7833709717,40.643787384,1,52.0,0.0
409,2,2015-06-06 05:32:01,2015-06-06 05:35:45,2,0.9,-73.9820480347,40.7310676575,1,N,-73.9765930176,40.7324409485,2,5.0,0.5
410,1,2015-06-06 05:32:02,2015-06-06 05:48:10,1,5.3,-74.0110549927,40.7032394409,1,N,-73.9477081299,40.691822052,2,18.0,0.5
411,1,2015-06-06 05:32:04,2015-06-06 05:38:47,1,1.6,-73.9642028809,40.7677574158,1,N,-73.9821243286,40.7602157593,1,7.0,0.5
412,1,2015-06-06 05:32:05,2015-06-06 05:50:48,1,6.1,-73.9597396851,40.7736701965,1,N,-73.9018554688,40.7232818604,1,19.5,0.5
413,2,2015-06-06 05:32:05,2015-06-06 05:35:53,5,0.69,-73.9805450439,40.7492218018,1,N,-73.9904251099,40.751033783,2,5.0,0.5
414,2,2015-06-06 05:32:06,2015-06-06 05:48:40,5,6.23,-73.998664856,40.7551307678,1,N,-73.9408798218,40.8117485046,1,18.5,0.5
415,2,2015-06-06 05:32:06,2015-06-06 05:35:19,6,0.74,-73.9916687012,40.7544364929,1,N,-73.992767334,40.7469596863,2,4.5,0.5
416,1,2015-06-06 05:32:07,2015-06-06 06:03:48,1,16.5,-73.9973831177,40.7375183105,1,N,-73.8258514404,40.8745498657,1,46.5,0.5
417,2,2015-06-06 05:32:07,2015-06-06 05:38:55,1,1.8,-73.9908676147,40.7556838989,1,N,-73.9692153931,40.762096405,2,8.0,0.5
418,1,2015-06-06 05:32:07,2015-06-06 06:43:05,1,18.2,-73.9967651367,40.7668151855,2,N,-73.7763595581,40.6458930969,1,52.0,0.0
419,1,2015-06-06 05:32:07,2015-06-06 05:38:31,3,2.1,-73.9855880737,40.7326889038,1,N,-73.9678955078,40.7557029724,2,8.0,0.5
420,1,2015-06-06 05:32:08,2015-06-06 05:36:14,2,0.6,-73.9806747437,40.7322463989,1,N,-73.9741821289,40.7312469482,1,5.0,0.5
421,1,2015-06-06 05:32:08,2015-06-06 05:34:06,1,0.3,-73.9832382202,40.738571167,1,N,-73.9808502197,40.7396087646,1,3.5,0.5
422,1,2015-06-06 05:32:11,2015-06-06 05:34:42,1,0.4,-73.9864654541,40.7511024475,1,N,-73.9917755127,40.7486343384,1,4.0,0.5
423,1,2015-06-06 05:32:11,2015-06-06 05:53:32,1,9.6,-73.9723434448,40.7941207886,1,N,-73.8617324829,40.7683677673,1,28.5,0.5
424,1,2015-06-06 05:32:12,2015-06-06 05:35:37,1,0.9,-73.9439468384,40.7886123657,1,N,-73.9539108276,40.7812728882,2,5.0,0.5
425,2,2015-06-06 05:32:14,2015-06-06 05:37:13,1,0.88,-73.8858108521,40.7555961609,1,N,-73.8908004761,40.7468414307,2,5.5,0.5
426,2,2015-06-06 05:32:17,2015-06-06 05:51:31,1,5.28,-73.9758300781,40.7487602234,1,N,-73.8997879028,40.7370491028,2,18.0,0.5
427,1,2015-06-06 05:32:17,2015-06-06 05:57:45,1,11.6,-74.0026855469,40.749710083,1,N,-73.8994064331,40.8578796387,1,34.5,0.5
428,1,2015-06-06 05:32:19,2015-06-06 05:38:47,1,1.3,-73.9766387939,40.7881355286,1,N,-73.9823379517,40.7691459656,1,7.0,0.5
429,1,2015-06-06 05:32:19,2015-06-06 05:43:47,1,4.1,-74.0121612549,40.7037963867,1,N,-73.9861297607,40.7505493164,2,13.5,0.5
430,2,2015-06-06 05:32:19,2015-06-06 05:38:22,1,1.66,-73.9973831177,40.7519378662,1,N,-73.9864807129,40.7668914795,1,7.0,0.5
431,1,2015-06-06 05:32:20,2015-06-06 05:41:30,1,2.6,-73.9478225708,40.775970459,1,N,-73.9750671387,40.7523994446,2,10.0,0.5
432,1,2015-06-06 05:32:21,2015-06-06 05:50:33,1,8.5,-73.9546661377,40.7658615112,1,N,-73.8706436157,40.7738456726,1,26.0,0.5
433,1,2015-06-06 05:32:21,2015-06-06 05:33:26,1,0.3,-73.9984436035,40.7452125549,1,N,-73.9952392578,40.7497901917,2,3.0,0.5
434,1,2015-06-06 05:32:22,2015-06-06 05:33:41,1,0.2,-73.9513626099,40.773563385,1,N,-73.9480743408,40.7744140625,2,3.0,0.5
435,1,2015-06-06 05:32:23,2015-06-06 05:36:36,1,0.9,-73.8337936401,40.7042198181,1,N,-73.8298492432,40.713142395,2,5.0,0.5
436,2,2015-06-06 05:32:24,2015-06-06 05:46:10,1,4.19,-73.9146499634,40.7658805847,1,N,-73.8829269409,40.7360687256,1,15.5,0.5
437,2,2015-06-06 05:32:25,2015-06-06 05:40:05,1,1.61,-73.9925765991,40.7373733521,1,N,-73.9862060547,40.7223815918,1,8.0,0.5
438,2,2015-06-06 05:32:25,2015-06-06 05:55:25,1,11.46,-73.9805603027,40.7632980347,1,N,-73.8614578247,40.7681503296,1,32.5,0.5
439,2,2015-06-06 05:32:25,2015-06-06 05:51:03,1,4.67,-73.976524353,40.6934242249,1,N,-73.9136886597,40.6754875183,2,16.5,0.5
440,1,2015-06-06 05:32:27,2015-06-06 06:02:40,1,16.7,-73.9890289307,40.7737770081,2,N,-73.7926864624,40.6590118408,1,52.0,0.0
441,2,2015-06-06 05:32:27,2015-06-06 05:47:34,6,2.28,-74.0012435913,40.7309265137,1,N,-74.0043563843,40.7217788696,2,12.0,0.5
442,2,2015-06-06 05:32:28,2015-06-06 05:38:38,1,2.91,-73.9533615112,40.7671661377,1,N,-73.9788208008,40.738735199,1,10.0,0.5
443,2,2015-06-06 05:32:29,2015-06-06 06:02:17,1,18.22,-74.0057067871,40.7405090332,2,N,-73.7830886841,40.6489715576,1,52.0,0.0
444,1,2015-06-06 05:32:29,2015-06-06 05:52:29,1,5.6,-73.9831466675,40.7561721802,1,N,-73.9074630737,40.7737808228,2,19.5,0.5
445,2,2015-06-06 05:32:33,2015-06-06 05:39:38,1,1.85,-73.9516906738,40.7821006775,1,N,-73.9577026367,40.8005905151,2,8.0,0.5
446,2,2015-06-06 05:32:33,2015-06-06 05:47:45,1,2.66,-74.0051651001,40.7406806946,1,N,-73.9740142822,40.7439002991,1,12.5,0.5
447,1,2015-06-06 05:32:33,2015-06-06 06:19:49,1,3.6,-73.9813842773,40.7373504639,1,N,-73.9826507568,40.7556800842,2,5.5,0.0
448,1,2015-06-06 05:32:36,2015-06-06 06:08:37,4,9.3,-73.9882354736,40.7316741943,1,N,-73.9071655273,40.6868438721,2,31.5,0.5
449,1,2015-06-06 05:32:36,2015-06-06 05:34:54,2,0.6,-73.984161377,40.757270813,1,N,-73.992767334,40.754322052,2,4.0,0.5
450,1,2015-06-06 05:32:36,2015-06-06 05:45:54,1,3.6,-74.0051269531,40.7409934998,1,N,-73.9636459351,40.7614555359,1,13.0,0.5
451,1,2015-06-06 05:32:37,2015-06-06 05:46:43,1,4.8,-74.0001983643,40.7285385132,1,N,-73.9522857666,40.7318305969,2,16.5,0.5
452,2,2015-06-06 05:32:38,2015-06-06 05:34:49,2,0.86,-73.9780731201,40.7833213806,1,N,-73.9702606201,40.7942810059,1,4.5,0.5
453,2,2015-06-06 05:32:38,2015-06-06 06:04:23,1,20.07,-73.7902069092,40.6465988159,2,N,-73.9789810181,40.7875289917,2,52.0,0.0
454,1,2015-06-06 05:32:38,2015-06-06 05:47:28,1,5.2,-74.002822876,40.7285461426,1,N,-73.9523773193,40.789932251,1,16.5,0.5
455,1,2015-06-06 05:32:38,2015-06-06 05:34:23,1,0.2,-73.9909515381,40.7559509277,1,N,-73.9883956909,40.7584571838,2,3.5,0.5
456,1,2015-06-06 05:32:39,2015-06-06 05:39:52,1,2.2,-73.9903335571,40.7311325073,1,N,-73.9914932251,40.7528266907,2,8.5,0.5
457,2,2015-06-06 05:32:39,2015-06-06 05:39:28,1,1.56,-73.981880188,40.7283363342,1,N,-73.9794692993,40.7455062866,1,7.5,0.5
458,2,2015-06-06 05:32:40,2015-06-06 05:47:36,4,4.31,-74.0037918091,40.7426795959,1,N,-74.0013580322,40.7086715698,2,15.0,0.5
459,1,2015-06-06 05:32:40,2015-06-06 05:49:19,1,5.9,-73.9868850708,40.7294616699,1,N,-73.9778289795,40.7921638489,2,18.5,0.5
460,1,2015-06-06 05:32:40,2015-06-06 05:38:22,1,1.1,-73.9869155884,40.7296943665,1,N,-73.9901809692,40.716632843,2,6.0,0.5
461,2,2015-06-06 05:32:41,2015-06-06 05:48:13,3,4.34,-73.9877624512,40.7323989868,1,N,-73.9825592041,40.6920814514,2,15.5,0.5
462,1,2015-06-06 05:32:44,2015-06-06 05:44:04,1,2.5,-73.9504928589,40.7797164917,1,N,-73.9828948975,40.7709960938,1,10.5,0.5
463,2,2015-06-06 05:32:45,2015-06-06 05:45:27,1,1.84,-73.9637145996,40.7980079651,1,N,-73.9436798096,40.8127479553,2,10.5,0.5
464,1,2015-06-06 05:32:47,2015-06-06 05:39:49,1,1.7,-73.9787063599,40.7310752869,1,N,-74.002784729,40.739906311,1,7.5,0.5
465,1,2015-06-06 05:32:48,2015-06-06 05:39:54,1,2.4,-73.9984207153,40.7351722717,1,N,-73.9988861084,40.7612113953,1,9.0,0.5
466,1,2015-06-06 05:32:48,2015-06-06 06:03:53,2,18.9,-73.9659194946,40.7940750122,2,N,-73.7982406616,40.6448936462,1,52.0,0.0
467,2,2015-06-06 05:32:49,2015-06-06 05:35:07,1,0.43,-73.9478759766,40.836101532,1,N,-73.9478759766,40.836101532,1,4.0,0.5
468,1,2015-06-06 05:32:49,2015-06-06 05:35:57,1,0.7,-73.9412994385,40.7985038757,1,N,-73.9422683716,40.7907028198,2,4.5,0.5
469,2,2015-06-06 05:32:50,2015-06-06 05:39:17,2,0.95,-73.9750518799,40.7591362,1,N,-73.9858474731,40.7581443787,2,6.0,0.5
470,1,2015-06-06 05:32:50,2015-06-06 05:37:19,1,1.1,-73.9872360229,40.7476081848,1,N,-73.9941635132,40.7550735474,1,5.5,0.5
471,1,2015-06-06 05:32:50,2015-06-06 05:42:26,1,2.1,-73.9965286255,40.7532653809,1,N,-73.973777771,40.750087738,2,9.0,0.5
472,2,2015-06-06 05:32:51,2015-06-06 05:38:12,1,0.37,-74.0037307739,40.7419395447,1,N,-73.9976730347,40.7376594543,2,5.0,0.5
473,2,2015-06-06 05:32:54,2015-06-06 05:44:14,1,3.9,-73.983291626,40.738483429,1,N,-73.9726867676,40.7809410095,1,13.0,0.5
474,1,2015-06-06 05:32:56,2015-06-06 05:39:02,2,1.7,-73.9898376465,40.7759132385,1,N,-73.9732513428,40.7911643982,1,7.0,0.5
475,1,2015-06-06 05:32:56,2015-06-06 05:48:14,1,4.1,-73.9974822998,40.7208099365,1,N,-73.9868164062,40.7683639526,2,15.0,0.5
476,2,2015-06-06 05:32:56,2015-06-06 05:40:01,1,2.26,-73.9915542603,40.7598381042,1,N,-73.9813308716,40.7396316528,2,9.0,0.5
477,2,2015-06-06 05:32:56,2015-06-07 00:00:00,1,0.64,-73.982711792,40.7672080994,1,N,-73.9932022095,40.7711601257,2,4.0,0.5
478,2,2015-06-06 05:32:57,2015-06-06 05:47:43,1,6.0,-73.9850463867,40.7278785706,1,N,-73.9212341309,40.7670211792,1,18.5,0.5
479,2,2015-06-06 05:32:57,2015-06-06 05:38:10,6,0.29,0.0,0.0,1,N,0.0,0.0,1,3.0,0.5
480,2,2015-06-06 05:32:57,2015-06-06 05:35:35,1,0.53,-74.0065536499,40.7439117432,1,N,-74.0021972656,40.7504920959,1,4.0,0.5
481,2,2015-06-06 05:32:58,2015-06-06 05:45:27,1,3.64,-73.9899520874,40.7346534729,1,N,-73.9577407837,40.744934082,1,13.0,0.5
482,1,2015-06-06 05:32:59,2015-06-06 05:37:01,1,1.3,-73.9817657471,40.7472572327,1,N,-74.0040740967,40.7567749023,2,6.0,0.5
483,2,2015-06-06 05:32:59,2015-06-06 05:49:48,1,4.59,-73.9867477417,40.7017364502,1,N,-73.9790878296,40.7453651428,1,17.0,0.5
484,2,2015-06-06 05:33:00,2015-06-06 05:50:29,1,5.35,-74.0001983643,40.7302360535,1,N,-73.9548950195,40.734577179,2,18.0,0.5
485,1,2015-06-06 05:33:01,2015-06-06 05:37:16,1,1.3,-73.925567627,40.7621383667,1,N,-73.9379806519,40.7676963806,2,6.0,0.5
486,1,2015-06-06 05:33:02,2015-06-06 05:43:28,1,3.2,-74.0024337769,40.7265129089,1,N,-73.9698410034,40.7536048889,1,11.5,0.5
487,1,2015-06-06 05:33:02,2015-06-06 05:38:21,1,1.1,-73.9950027466,40.7248573303,1,N,-73.9781646729,40.7176704407,2,6.0,0.5
488,2,2015-06-06 05:33:02,2015-06-06 05:41:55,3,2.55,-73.9607543945,40.7972564697,1,N,-73.9821014404,40.7677879333,2,9.5,0.5
489,2,2015-06-06 05:33:03,2015-06-06 05:36:23,1,1.35,-73.9560928345,40.6909294128,1,N,-73.981842041,40.6909484863,2,6.0,0.5
490,2,2015-06-06 05:33:04,2015-06-06 05:48:57,6,8.41,-74.0021514893,40.739616394,1,N,-73.9439620972,40.8355331421,2,24.0,0.5
491,2,2015-06-06 05:33:05,2015-06-06 05:51:29,5,4.25,-73.9885635376,40.7487792969,1,N,-73.9700317383,40.7520599365,1,16.0,0.5
492,1,2015-06-06 05:33:07,2015-06-06 05:44:14,1,2.1,-73.9382629395,40.8047561646,1,N,-73.9539337158,40.825012207,1,10.5,0.5
493,1,2015-06-06 05:33:08,2015-06-06 06:05:34,1,15.4,-74.010383606,40.7103691101,3,N,-74.1774520874,40.6953163147,1,60.5,0.5
494,1,2015-06-06 05:33:09,2015-06-06 05:41:42,2,3.8,-73.9856262207,40.7326164246,1,Y,-73.9525756836,40.7798500061,1,12.0,0.5
495,1,2015-06-06 05:33:10,2015-06-06 05:37:26,1,0.8,-73.9904251099,40.7501029968,1,N,-73.9898986816,40.7581939697,3,5.0,0.5
496,1,2015-06-06 05:33:10,2015-06-06 05:38:58,1,1.5,-73.951675415,40.7778244019,1,N,-73.9762191772,40.7882461548,1,7.0,0.5
497,1,2015-06-06 05:33:12,2015-06-06 05:36:30,1,0.5,-73.9970245361,40.7627906799,1,N,-74.0037841797,40.7592353821,2,4.5,0.5
498,1,2015-06-06 05:33:13,2015-06-06 05:37:59,1,0.6,-74.0048217773,40.7406578064,1,N,-74.0002975464,40.735206604,1,5.0,0.5
